,Unnamed: 0,Title,Article,Headline,Title_URL,Image,Facebook_likes,Facebook_comments,Facebook_shares,Comment_replies,results
1654,611,BBC,Mother Nature has an incredible trick up her sleeve so this tiger can creep up on her prey...,Mother Nature has an incredible trick up her sleeve so this tiger can creep up on her prey...,https://www.facebook.com/BuzzFeedPol/,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/162271868_10160493083511336_7308429493507916781_n.png?_nc_cat=100&ccb=1-3&_nc_sid=730e14&_nc_ohc=AvPhWMc2dboAX-BNBqq&_nc_ht=scontent-sjc3-1.xx&oh=b1f797b3c188c7102b7b74a2aa2a0dc3&oe=607E416E,10000.0,4000.0,5200.0,0,'FAKE'
1655,612,BBC,"American scientists are working on a plan to ""grow"" wood in a laboratory without sunlight or soil.","American scientists are working on a plan to ""grow"" wood in a laboratory without sunlight or soil.",https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHf2PFzISB99HPi&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F01%2FAP21007107335015.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFqGiGuV-Fx-DNB,5700.0,1200.0,960.0,0,'FAKE'
1656,613,BBC,"The Duke of Sussex has said racism from the tabloid press that filtered into the rest of society was a ""large part"" of why he and his wife left the UK.","The Duke of Sussex has said racism from the tabloid press that filtered into the rest of society was a ""large part"" of why he and his wife left the UK.",https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHtP4cd3M79IDjU&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F02%2FXavier-Becerra-HHS-Secretary-Nominee-AP.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFbhLbfKRLmyMUU,4000.0,2000.0,430.0,0,'FAKE'
1657,614,BBC,The BBC Archive quarantine fitness regime is excellent. ??,The BBC Archive quarantine fitness regime is excellent. ??,https://www.facebook.com/BuzzFeedPol/,,3900.0,6900.0,319.0,12,'FAKE'
1658,615,BBC,The exchange between Trump and Merkel that left NATO leaders fearing for the alliance.,The exchange between Trump and Merkel that left NATO leaders fearing for the alliance.,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFw7iKSwhFDgjWQ&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FRON-DESANTIS-CROPPED.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGHwRaeE27JFS2S,72000.0,7200.0,6500.0,0,'FAKE'
1659,616,BBC,How can we break gender stereotypes and inspire kids to be whoever they want to be?,How can we break gender stereotypes and inspire kids to be whoever they want to be?,https://www.facebook.com/BuzzFeedPol/,,3100.0,3500.0,1300.0,42,'FAKE'
1660,617,BBC,Meet the insects that send out a warning to predators... Eat me and regret it! ??,Meet the insects that send out a warning to predators... Eat me and regret it! ??,https://www.facebook.com/BuzzFeedPol/,,1300.0,2900.0,185.0,2,'FAKE'
1661,618,BBC,How one woman beat the mining giants and saved Mongolia's rare snow leopards.,How one woman beat the mining giants and saved Mongolia's rare snow leopards.,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEddmW28OoEZmsr&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FSouth-Korea-Military-North-Korea-AP.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGwNULLVXzijMim,36000.0,17000.0,20000.0,0,'FAKE'
1662,619,BBC,From peaceful protestors to violent arsonists. One day changed it all for the suffragettes.,From peaceful protestors to violent arsonists. One day changed it all for the suffragettes.,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFtNQE0Lnk5Fbqe&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FTrump-Year-Book.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEvloPlKL0GUi6w,15000.0,2500.0,2400.0,0,'FAKE'
1663,620,BBC,Raya is Disney's first South East Asian heroine.,Raya is Disney's first South East Asian heroine.,https://www.facebook.com/BuzzFeedPol/,,3000.0,5100.0,322.0,0,'FAKE'
1664,621,BBC,"An Air India flight, captained by Zoya Agarwal and an all-women crew, has just made a ground breaking journey.","An Air India flight, captained by Zoya Agarwal and an all-women crew, has just made a ground breaking journey.",https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFzTlHohQ1d-J6G&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2Fuber-covid.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQENpxRud2lxYD8B,44000.0,7000.0,3500.0,0,'FAKE'
1665,622,BBC,12 things we learned from Meghan and Harry's Oprah interview,12 things we learned from Meghan and Harry's Oprah interview,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEKIsBL0Lb5y8gy&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2Fmiami-spring-break.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGU0trHsObJnO1G,1200.0,806.0,96.0,0,'FAKE'
1666,623,BBC,"""Women should be brothers to each other.""","""Women should be brothers to each other.""",https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFN85SbpolLaz1n&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F01%2FMo-Brooks2.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEm9V3raQ--eu1t,4300.0,794.0,413.0,0,'FAKE'
1667,624,BBC,"'It's not rocket science darling. We’re just asking you to be thin and curvy, sexy and innocent!’","'It's not rocket science darling. We’re just asking you to be thin and curvy, sexy and innocent!’",https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGjfPFc6uXEBjmp&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F01%2FSwalwell.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQE3A3XpMIYWkIft,14000.0,2300.0,1600.0,0,'FAKE'
1668,625,BBC,"In preparation for International Women's Day tomorrow, here's a simple message to the world from every woman ever… ??","In preparation for International Women's Day tomorrow, here's a simple message to the world from every woman ever… ??",https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHQ7wpg_92sE-qU&w=500&h=261&url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F694940094001%2Fa7937476-ff97-4c81-a82b-4353390549f9%2F63485152-b199-4678-b904-550748d89268%2F1280x720%2Fmatch%2Fimage.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFUOEsbLScdYJAB,3300.0,988.0,614.0,0,'FAKE'
1669,626,BBC,"Freddie Flintoff has been living with bulimia for 20 years. Now, in a powerful and unflinching documentary, he’s going to reveal his story.","Freddie Flintoff has been living with bulimia for 20 years. Now, in a powerful and unflinching documentary, he’s going to reveal his story.",https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHhdcF62usd-YXy&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FAlabama2a.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEQ6A96VQLzlSI9,57000.0,9200.0,3500.0,0,'FAKE'
1670,627,BuzzFeed Politics,Democrats have described the law as the new Jim Crow.,Georgia’s Governor Signed Voting Restrictions Into Law In Front Of A Slave Plantation Picture,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHhHxoBTCImYuXw&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F01%2FTed-Cruz-Pete-Buttigieg-Transportation-Secretary-Hearing-AP.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEK0rURF9yKy6HQ,433.0,57.0,29.0,0,'FAKE'
1671,628,BuzzFeed Politics,The DC Circuit revived a fight over whether to detain two people charged with joining the riot but not assaulting police or destroying property.,A Court Made It Harder For Prosecutors To Keep Capitol Riot Defendants Behind Bars,https://www.facebook.com/BuzzFeedPol/,,1100.0,585.0,391.0,0,'FAKE'
1672,629,BuzzFeed Politics,"A millennial stay-at-home mom from South Carolina, a gay couple from Texas, and a social worker in New York believed in QAnon. Now that Biden is president, they’re not sure where to go from here.",She Left QAnon. Now She Doesn’t Know What To Believe.,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFsl22tFZcXDQPm&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FAP21081665935415-1.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEURVvWuZxOujb5,16000.0,9300.0,2600.0,0,'FAKE'
1673,630,BuzzFeed Politics,"Kelly Meggs had a 97-second phone call with the Oath Keepers’ founder, Stewart Rhodes, on the day of the Capitol insurrection, prosecutors said.",Prosecutors Are Accusing A Member Of The Oath Keepers Of Lying About Paramilitary Training,https://www.facebook.com/BuzzFeedPol/,,120.0,137.0,43.0,0,'FAKE'
1674,631,BuzzFeed Politics,Department of Homeland Security officials have already requested volunteers to help get children out of border facilities and connected with family members in the US.,The Biden Administration Is Looking For More Federal Volunteers To Help Overcrowded Border Stations,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEzoSbFaY-WonAj&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2Fahmad-al-aliwi-alissa.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFJnnjfvgwxPQ43,4600.0,6300.0,1100.0,0,'FAKE'
1675,632,BuzzFeed Politics,"Sixty five days into his first term — as 1,000 people a day continue to die of COVID-19 in the US — reporters asked Biden whether he was going to run in 2024.",Reporters Did Not Ask Biden About The Pandemic But Apparently We're Already Talking About 2024,https://www.facebook.com/BuzzFeedPol/,,1400.0,753.0,203.0,0,'FAKE'
1678,635,BuzzFeed Politics,"Photographer T?y? Miyatake, who was forced into a camp himself, documented the experiences of Japanese Americans during their World War II incarceration by the US government.",These Photos Show The US Has A Long History Of Racism Toward Asian Americans,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHphaXGSx0I1As9&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F02%2FJen-Psaki-White-House-Briefing-Cuomo-Allegation-AP.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFKBRKF84IJ5svl,4800.0,1500.0,331.0,0,'FAKE'
1680,637,BuzzFeed Politics,"Michael Sherwin, the former acting US attorney in DC, had told media “the facts” support charging some Capitol rioters with sedition.",The Justice Department Is Investigating Officials Who Talked To The Press About The Capitol Investigation,https://www.facebook.com/BuzzFeedPol/,,5800.0,9000.0,265.0,26,'FAKE'
1681,638,BuzzFeed Politics,Republican language is changing as they fight to kill increasingly popular gun control measures in Congress after shootings in Colorado and Georgia.,Republican Senators’ New Argument Against Stronger Gun Control: It’s Racist,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEuU6u2A2-OgiWW&w=500&h=261&url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F694940094001%2F3d7d952a-5cd8-4608-a111-4b7bc7acb870%2F4c03d80b-71bd-4671-932d-9ddc07a45aec%2F1280x720%2Fmatch%2Fimage.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGKTxL5gC55eWlg,40000.0,23000.0,5500.0,0,'FAKE'
1682,639,BuzzFeed Politics,A retired Black grandmother in her 60s. A white nurse in her 50s. Two Black men who immigrated to the US. Two single white mothers in their 50s. The 14 jurors in George Floyd’s murder trial were asked about some of the biggest issues in the US.,"What Jurors In Derek Chauvin’s Trial Think About Black Lives Matter, Defund The Police, Racial Justice Protests",https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQH5reWLlvvJR78h&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F01%2Fbiden-happy-thumb.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEZYk14WNOM1WTz,1600.0,501.0,108.0,0,'FAKE'
1683,640,BuzzFeed Politics,The president called on Congress to close background check loopholes and ban assault weapons after shootings in Boulder and Atlanta.,Joe Biden Demanded The Senate Act On Gun Control After 10 People Were Killed In Colorado,https://www.facebook.com/BuzzFeedPol/,,1600.0,2900.0,164.0,3,'FAKE'
1684,641,BuzzFeed Politics,The president called on Congress to close background check loopholes and ban assault weapons after shootings in Boulder and Atlanta.,Joe Biden Demanded The Senate Act On Gun Control After 10 People Were Killed In Colorado,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFD2kpBRov8DRDH&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FAP21075827674492.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEGErvvlay_cVjs,4100.0,2500.0,674.0,0,'FAKE'
1686,643,BuzzFeed Politics,Powell is facing billion-dollar lawsuits after accusing voting technology companies of rigging the election.,Trump’s Former Lawyer Now Argues “No Reasonable Person” Would Believe Her Voter Fraud Lies Were “Fact”,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHT8uVbBODLd61z&w=500&h=261&url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F694940094001%2Fb9b93701-8d88-45c5-a7b2-f2d36391b763%2F71279b80-8e50-4be9-86ca-f798105cc73f%2F1280x720%2Fmatch%2Fimage.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFi8awAZDMGuz0U,2200.0,640.0,278.0,0,'FAKE'
1689,646,BuzzFeed Politics,It is the latest sign that the number of children arriving at the border is continuing to rise.,"US Border Officials Are Holding 5,000 Unaccompanied Children In Custody",https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHNXdIuYFPnm0sh&w=500&h=261&url=https%3A%2F%2Fa57.foxnews.com%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F854081161001%2F71fadd0b-d26f-487d-8483-07b43276328c%2F2ecdf334-2b45-4d04-aee7-0fbeacaa9bbb%2F1280x720%2Fmatch%2F0%2F0%2Fimage.jpg%3Fve%3D1%26tl%3D1&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQF7gaEywtXooJ1c,8600.0,1600.0,1600.0,0,'FAKE'
1691,648,BuzzFeed Politics,"""Just look at the fact that three of the five last presidents have admitted to past cannabis use,"" said one marijuana advocate, ""including Biden's former boss.""",Five Staffers Fired Over Past Weed Use After The WH Had Said They'd Be More Chill,https://www.facebook.com/BuzzFeedPol/,,1100.0,2000.0,168.0,15,'FAKE'
1693,650,BuzzFeed Politics,"""Just because the camp, which was an eyesore for the Mexican government, is gone doesn't mean we're not still suffering here.""",He Was In The Wrong Place At The Wrong Time When Biden Started Letting Asylum-Seekers Back Into The US. Now All He Can Do Is Wait.,https://www.facebook.com/BuzzFeedPol/,,458.0,497.0,65.0,0,'FAKE'
1694,651,BuzzFeed Politics,A grand jury indicted four Proud Boys leaders in the latest conspiracy case to come out of the riot investigation.,Proud Boys Allegedly Warned That Cops Were “The Primary Threat” The Night Before The Capitol Insurrection,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFh8PDfQUlw9AV6&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2018%2F09%2Fap17347585249386.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGgrf2AyccP_kmD,2500.0,353.0,106.0,0,'FAKE'
1695,652,BuzzFeed Politics,The president's team has talked and met with advocates eager for change in the federal prison system after a pandemic-ravaged year. Now activists are losing patience for results.,COVID-19 Has Torn Through Prisons. Advocates Want Biden To Act Now.,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEj0sQRgBPCe0hZ&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FAP21082054523438.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGGkG4okdVeCNSb,16000.0,16000.0,2300.0,0,'FAKE'
1697,654,BuzzFeed Politics,"“White supremacists appear to be more emboldened than ever, and the election year, the pandemic and other factors may have provided these extremists with additional encouragement.”",White Supremacists Plastered The US With More Physical Propaganda Than Ever In 2020,https://www.facebook.com/BuzzFeedPol/,,833.0,1500.0,236.0,11,'FAKE'
1698,655,BuzzFeed Politics,"DC police officers had to let the man go “due to the chaotic nature of the day” and other rioters cheered, according to charging papers.",Police Had To Release A Man Who Assaulted Cops At The Capitol After They Were Ordered Back To The Riot,https://www.facebook.com/BuzzFeedPol/,,1100.0,2000.0,154.0,16,'FAKE'
1699,656,BuzzFeed Politics,The 45-year-old man appears to be the fourth person to have died in ICE custody since October.,A Colombian Man Seeking Asylum In The US Has Died In ICE Custody,https://www.facebook.com/BuzzFeedPol/,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/s960x960/163871484_10160508362241336_2738784945151237354_o.jpg?_nc_cat=1&ccb=1-3&_nc_sid=730e14&_nc_ohc=8XXojDoC9foAX9c3ZDr&_nc_ht=scontent-sjc3-1.xx&tp=7&oh=47e6382522e657d5894b773b3aa62be4&oe=6080FA8F,78000.0,18000.0,7000.0,0,'FAKE'
1701,658,BuzzFeed Politics,The federal government plans to open the center on Wednesday to try to decrease overcrowding at facilities on the border.,US To Use Dallas Convention Center To Handle Children Crossing The Border,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEiJ1hDKmmeEzGt&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2F44178d66-Cuomo.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHU_DG3oUbRm71h,1400.0,915.0,138.0,0,'FAKE'
1702,659,BuzzFeed Politics,One senator dubbed the controversy over Haaland’s confirmation “a proxy fight over the future of fossil fuels.”,Deb Haaland Will Be The First Native American To Lead The Interior Department,https://www.facebook.com/BuzzFeedPol/,,1300.0,1200.0,725.0,10,'FAKE'
1703,660,BuzzFeed Politics,"Craig Lang, who once was a US soldier, allegedly killed a couple as part of a bizarre and bloody plan to fund foreign fighting adventures.",An American Who Fought With Extremists in Ukraine Will Be Extradited To Face Double Murder Charges in Florida,https://www.facebook.com/BuzzFeedPol/,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/p843x403/163642911_10160507908246336_4113954041557266237_o.jpg?_nc_cat=1&ccb=1-3&_nc_sid=730e14&_nc_ohc=z8er1vvfj7EAX97SneU&_nc_ht=scontent-sjc3-1.xx&tp=6&oh=5572a19088b9b78ac2fe58c55e9c0243&oe=6080A740,30000.0,6300.0,6700.0,0,'FAKE'
1704,661,BuzzFeed Politics,"More than 4,000 children were held at Border Patrol stations and facilities as of this weekend.",The US Is Opening An Emergency Facility Because So Many Children Are Arriving Alone At The Border,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFQVzcwYIKXEsq6&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2020%2F12%2FGetty-Jody-Hice.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQE94WQWPurFvUTB,3400.0,610.0,124.0,0,'FAKE'
1705,662,BuzzFeed Politics,Thomas Caldwell and 8 Oath Keepers are accused of conspiring in the Jan. 6 insurrection.,An Alleged Leader In The Capitol Attacks Can Go Home As He Awaits Trial,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQF3XbKhrKwaIY7F&w=500&h=261&url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F694940094001%2F291a033c-dc3d-448b-a58d-0b127932da03%2Fb462a465-21f2-445d-81c1-546cfce2eb22%2F1280x720%2Fmatch%2Fimage.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEqWb48Rdfrt3wa,5600.0,633.0,326.0,0,'FAKE'
1707,664,BuzzFeed Politics,"Edelman, a PR firm that’s pledged to “work with an environmental conscience,” was paid $4 million to promote one of the most extreme fossil fuel trade groups in the country, new tax filings show.",A Large PR Firm Pledged To Fight Climate Change. Then It Took Millions From A Notorious Fossil Fuel Trade Group.,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQEKfnSgos1Znz0N&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2Fcolo7.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHJKixals7Zj8gJ,2900.0,6600.0,306.0,0,'FAKE'
1708,665,BuzzFeed Politics,The city’s settlement comes five days into the criminal trial of the officer accused of killing Floyd.,Minneapolis Will Pay George Floyd’s Family $27 Million To Settle A Wrongful Death Lawsuit,https://www.facebook.com/BuzzFeedPol/,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/163643654_10160506935866336_8772551961504572233_n.jpg?_nc_cat=1&ccb=1-3&_nc_sid=730e14&_nc_ohc=NW2h9oWA2BsAX-VvbRO&_nc_ht=scontent-sjc3-1.xx&oh=4309cce9bab22d83630ea30f45ce2b63&oe=60802E74,4000.0,631.0,1000.0,0,'FAKE'
1710,667,BuzzFeed Politics,The massive amount of evidence has delayed the government’s timeline for extending plea offers.,Prosecutors Expect To Start Offering Plea Deals To Alleged Capitol Rioters In The Next 30 Days,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQHzkobiSHQReSwr&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FFauci-Book-Cover.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQEsZ-Q9jhQrmy_A,5000.0,2400.0,219.0,0,'FAKE'
1711,668,BuzzFeed Politics,"Because she sees me as a member of “the liberal media,” it’s impossible to persuade her.",My Mom Believes In QAnon. I’ve Been Trying To Get Her Out Ever Since.,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFXPQRNh_w5kNqm&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F02%2FPsaki-Biden-split-thumb.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHy5AbUP3kffK0x,8300.0,3200.0,648.0,0,'FAKE'
1712,669,BuzzFeed Politics,Politicians in Congress are talking about returning to the days of robust anti-monopoly enforcement.,Democrats And Republicans Are Talking About Breaking Down Big Tech Monopolies,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQFxUGPEkwfiTQos&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2FTad-Boyle.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQFNI-ju7c0GtA5z,808.0,380.0,88.0,0,'FAKE'
1714,671,BuzzFeed Politics,US officials are considering a number of options for dealing with the recent increase of unaccompanied immigrant children in Border Patrol custody.,Homeland Security Officials Considered Using A Trump-Era Policy To Turn Back Unaccompanied Teens At The Border,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGc6DbmeifEdSZ1&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2021%2F03%2Fevanstonmap-cropped-1255a.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQHPr6vCC8I2Dx7m,31000.0,16000.0,2800.0,0,'FAKE'
1715,672,BuzzFeed Politics,"The FBI recently did a background check for a lawyer who would be the first American Muslim federal district judge, according to a source familiar with the process.",Biden Is Vetting BIPOC For Judgeships After Trump Filled The Courts With Mostly White Men,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQG5zH2dX-NtYaTK&w=500&h=261&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F12%2FLAPD-badge.jpg&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQGIhSNP9ehYF6Xs,3200.0,737.0,378.0,0,'FAKE'
1717,674,BuzzFeed Politics,"“We will move with a sense of urgency on climate change,” Michael Regan told Congress last month. “We will stand up for environmental justice and equity.”",Michael Regan Will Be The First Black Man To Lead The EPA,https://www.facebook.com/BuzzFeedPol/,https://scontent-sjc3-1.xx.fbcdn.net/v/t1.0-9/163899774_10160507575826336_3929260463664423721_n.jpg?_nc_cat=1&ccb=1-3&_nc_sid=730e14&_nc_ohc=1wkVnZos80gAX-CpK40&_nc_ht=scontent-sjc3-1.xx&oh=952d53c9386a861c14a7a91aec391c1d&oe=608212C5,5300.0,704.0,694.0,0,'FAKE'
1720,677,BuzzFeed Politics,"The program allows parents from El Salvador, Guatemala, and Honduras who are legally in the US to seek approval for their children to also be allowed in.",Some Central American Children Will Soon Be Able To Apply To Get Into The US From Their Home Countries,https://www.facebook.com/BuzzFeedPol/,https://external-sjc3-1.xx.fbcdn.net/safe_image.php?d=AQGwfzn8TxmXB5oN&w=500&h=261&url=https%3A%2F%2Fa57.foxnews.com%2Fstatic.foxbusiness.com%2Ffoxbusiness.com%2Fcontent%2Fuploads%2F2021%2F02%2F0%2F0%2Fdonald-trump.jpg%3Fve%3D1%26tl%3D1&cfs=1&ext=jpg&ccb=3-4&_nc_hash=AQH_eBBhYilVr247,70000.0,11000.0,4900.0,0,'FAKE'
